id,name,brand,category,pack_value,pack_unit,mrp,suggested_sell_price,image_search_query,tags
staples-aashirvaad-besan-500g,Aashirvaad Besan,Aashirvaad,atta_rice_dal,500,g,70,70,aashirvaad besan 500g pack,
staples-aashirvaad-besan-1kg,Aashirvaad Besan,Aashirvaad,atta_rice_dal,1,kg,135,135,aashirvaad besan 1kg pack,
staples-aashirvaad-sooji-500g,Aashirvaad Sooji Rava,Aashirvaad,atta_rice_dal,500,g,45,45,aashirvaad sooji rava 500g pack,
staples-aashirvaad-maida-500g,Aashirvaad Maida,Aashirvaad,atta_rice_dal,500,g,40,40,aashirvaad maida 500g pack,
staples-mtr-rava-idli-mix-500g,MTR Rava Idli Instant Mix,MTR,atta_rice_dal,500,g,165,165,mtr rava idli instant mix 500g pack,
staples-mtr-dosa-mix-500g,MTR Dosa Mix,MTR,atta_rice_dal,500,g,165,165,mtr dosa mix 500g pack,
staples-gits-gulab-jamun-mix-200g,Gits Gulab Jamun Mix,Gits,atta_rice_dal,200,g,75,75,gits gulab jamun mix 200g pack,
staples-quaker-oats-1kg,Quaker Oats,Quaker,atta_rice_dal,1,kg,235,235,quaker oats 1kg pack,
staples-quaker-oats-500g,Quaker Oats,Quaker,atta_rice_dal,500,g,135,135,quaker oats 500g pack,
staples-bagrrys-cornflakes-475g,Bagrrys Crunchy Cornflakes,Bagrrys,atta_rice_dal,475,g,255,255,bagrrys crunchy cornflakes 475g pack,
staples-kelloggs-cornflakes-475g,Kelloggs Cornflakes Original,Kelloggs,atta_rice_dal,475,g,255,255,kelloggs cornflakes original 475g pack,
staples-kelloggs-chocos-375g,Kelloggs Chocos,Kelloggs,atta_rice_dal,375,g,235,235,kelloggs chocos 375g pack,
staples-saffola-masala-oats-500g,Saffola Masala Oats Classic,Saffola,atta_rice_dal,500,g,180,180,saffola masala oats classic 500g pack,
staples-saffola-honey-oats-400g,Saffola Honey Oats,Saffola,atta_rice_dal,400,g,210,210,saffola honey oats 400g pack,
staples-yu-poha-500g,Yu Foodlabs Poha,Yu,atta_rice_dal,500,g,55,55,poha thick 500g pack,
staples-generic-poha-500g,Poha (Flattened Rice),Generic,atta_rice_dal,500,g,45,45,poha flattened rice 500g pack,
staples-generic-sabudana-500g,Sabudana,Generic,atta_rice_dal,500,g,85,85,sabudana sago 500g pack,
staples-generic-vermicelli-200g,Vermicelli (Sevai),Bambino,atta_rice_dal,200,g,30,30,bambino vermicelli 200g pack,
staples-mtr-vermicelli-440g,MTR Roasted Vermicelli,MTR,atta_rice_dal,440,g,80,80,mtr roasted vermicelli 440g pack,
staples-generic-sugar-1kg,Sugar,Generic,atta_rice_dal,1,kg,48,48,white sugar 1kg pack,bestseller
staples-madhur-sugar-1kg,Madhur Sugar,Madhur,atta_rice_dal,1,kg,52,52,madhur pure sugar 1kg pack,
staples-generic-jaggery-500g,Jaggery Block,Generic,atta_rice_dal,500,g,75,75,jaggery gur block 500g,
staples-generic-jaggery-powder-500g,Jaggery Powder,Generic,atta_rice_dal,500,g,85,85,jaggery powder organic 500g pack,
staples-patanjali-honey-500g,Patanjali Pure Honey,Patanjali,atta_rice_dal,500,g,235,235,patanjali pure honey 500g pack,
staples-dabur-honey-500g,Dabur Honey,Dabur,atta_rice_dal,500,g,275,275,dabur honey 500g pack,
staples-dabur-honey-250g,Dabur Honey,Dabur,atta_rice_dal,250,g,150,150,dabur honey 250g pack,
staples-aashirvaad-iodized-salt-1kg,Aashirvaad Iodized Salt,Aashirvaad,atta_rice_dal,1,kg,28,28,aashirvaad iodized salt 1kg pack,
staples-aashirvaad-rock-salt-500g,Aashirvaad Sendha Salt,Aashirvaad,atta_rice_dal,500,g,55,55,aashirvaad sendha rock salt 500g pack,
oil-fortune-sunflower-1l,Fortune Sun Lite Sunflower Oil,Fortune,oil_ghee,1,litre,165,165,fortune sun lite sunflower oil 1 litre pouch,bestseller
oil-fortune-sunflower-5l,Fortune Sun Lite Sunflower Oil,Fortune,oil_ghee,5,litre,815,815,fortune sun lite sunflower oil 5 litre jar,
oil-fortune-soya-1l,Fortune Soya Health Refined Oil,Fortune,oil_ghee,1,litre,150,150,fortune soya health refined oil 1 litre pouch,
oil-fortune-mustard-1l,Fortune Premium Kachi Ghani Mustard Oil,Fortune,oil_ghee,1,litre,180,180,fortune premium kachi ghani mustard oil 1 litre,
oil-fortune-rice-bran-1l,Fortune Rice Bran Health Oil,Fortune,oil_ghee,1,litre,180,180,fortune rice bran health oil 1 litre pouch,
oil-saffola-gold-1l,Saffola Gold Edible Oil,Saffola,oil_ghee,1,litre,225,225,saffola gold edible oil 1 litre,
oil-saffola-tasty-1l,Saffola Tasty Edible Oil,Saffola,oil_ghee,1,litre,200,200,saffola tasty edible oil 1 litre,
oil-saffola-active-1l,Saffola Active Edible Oil,Saffola,oil_ghee,1,litre,195,195,saffola active edible oil 1 litre,
oil-sundrop-1l,Sundrop Heart Sunflower Oil,Sundrop,oil_ghee,1,litre,170,170,sundrop heart sunflower oil 1 litre pouch,
oil-sundrop-superlite-1l,Sundrop SuperLite Advanced,Sundrop,oil_ghee,1,litre,175,175,sundrop superlite advanced 1 litre,
oil-dhara-mustard-1l,Dhara Kachi Ghani Mustard Oil,Dhara,oil_ghee,1,litre,170,170,dhara kachi ghani mustard oil 1 litre,
oil-dhara-refined-1l,Dhara Refined Sunflower Oil,Dhara,oil_ghee,1,litre,160,160,dhara refined sunflower oil 1 litre,
oil-engine-mustard-1l,Engine Brand Mustard Oil,Engine,oil_ghee,1,litre,170,170,engine kachi ghani mustard oil 1 litre,
oil-engine-mustard-500ml,Engine Brand Mustard Oil,Engine,oil_ghee,500,ml,90,90,engine kachi ghani mustard oil 500ml,
oil-patanjali-mustard-1l,Patanjali Kachi Ghani Mustard Oil,Patanjali,oil_ghee,1,litre,165,165,patanjali kachi ghani mustard oil 1 litre,
oil-patanjali-sunflower-1l,Patanjali Sunflower Oil,Patanjali,oil_ghee,1,litre,155,155,patanjali refined sunflower oil 1 litre,
oil-patanjali-groundnut-1l,Patanjali Groundnut Oil,Patanjali,oil_ghee,1,litre,210,210,patanjali groundnut oil 1 litre,
oil-figaro-olive-500ml,Figaro Olive Oil,Figaro,oil_ghee,500,ml,575,575,figaro olive oil 500ml glass bottle,
oil-borges-olive-500ml,Borges Extra Virgin Olive Oil,Borges,oil_ghee,500,ml,650,650,borges extra virgin olive oil 500ml,
oil-leonardo-olive-500ml,Leonardo Extra Virgin Olive Oil,Leonardo,oil_ghee,500,ml,580,580,leonardo extra virgin olive oil 500ml,
oil-amul-ghee-1l,Amul Pure Ghee,Amul,oil_ghee,1,litre,650,650,amul pure ghee 1 litre tin,bestseller
oil-amul-ghee-500ml,Amul Pure Ghee,Amul,oil_ghee,500,ml,335,335,amul pure ghee 500ml jar,
oil-amul-ghee-200ml,Amul Pure Ghee,Amul,oil_ghee,200,ml,140,140,amul pure ghee 200ml pouch,
oil-mother-dairy-ghee-1l,Mother Dairy Pure Cow Ghee,Mother Dairy,oil_ghee,1,litre,660,660,mother dairy pure cow ghee 1 litre,
oil-mother-dairy-ghee-500ml,Mother Dairy Pure Cow Ghee,Mother Dairy,oil_ghee,500,ml,340,340,mother dairy pure cow ghee 500ml jar,
oil-patanjali-ghee-1l,Patanjali Cow Ghee,Patanjali,oil_ghee,1,litre,625,625,patanjali cow ghee 1 litre tin,
oil-patanjali-ghee-500ml,Patanjali Cow Ghee,Patanjali,oil_ghee,500,ml,330,330,patanjali cow ghee 500ml jar,
oil-dabur-ghee-1l,Dabur Cow Ghee,Dabur,oil_ghee,1,litre,640,640,dabur cow ghee 1 litre tin,
oil-gowardhan-ghee-1l,Gowardhan Pure Ghee,Gowardhan,oil_ghee,1,litre,615,615,gowardhan pure ghee 1 litre,
oil-nestle-everyday-ghee-1l,Nestle Everyday Shahi Ghee,Nestle,oil_ghee,1,litre,635,635,nestle everyday shahi ghee 1 litre,
dairy-amul-taaza-1l,Amul Taaza Toned Milk,Amul,dairy_eggs,1,litre,68,68,amul taaza toned milk 1 litre carton,bestseller
dairy-amul-taaza-500ml,Amul Taaza Toned Milk,Amul,dairy_eggs,500,ml,34,34,amul taaza toned milk 500ml pouch,
dairy-amul-gold-1l,Amul Gold Full Cream Milk,Amul,dairy_eggs,1,litre,72,72,amul gold full cream milk 1 litre carton,
dairy-amul-gold-500ml,Amul Gold Full Cream Milk,Amul,dairy_eggs,500,ml,36,36,amul gold full cream milk 500ml pouch,
dairy-amul-cow-milk-1l,Amul Cow Fresh Milk,Amul,dairy_eggs,1,litre,62,62,amul cow fresh milk 1 litre,
dairy-amul-buffalo-milk-1l,Amul Buffalo Fresh Milk,Amul,dairy_eggs,1,litre,80,80,amul buffalo fresh milk 1 litre,
dairy-mother-dairy-toned-1l,Mother Dairy Toned Milk,Mother Dairy,dairy_eggs,1,litre,66,66,mother dairy toned milk 1 litre,
dairy-mother-dairy-full-1l,Mother Dairy Full Cream Milk,Mother Dairy,dairy_eggs,1,litre,72,72,mother dairy full cream milk 1 litre,
dairy-mother-dairy-cow-1l,Mother Dairy Cow Milk,Mother Dairy,dairy_eggs,1,litre,60,60,mother dairy cow milk 1 litre,
dairy-nestle-a-plus-1l,Nestle A+ Toned Milk,Nestle,dairy_eggs,1,litre,75,75,nestle a plus toned milk 1 litre tetra pack,
dairy-amul-butter-100g,Amul Butter,Amul,dairy_eggs,100,g,58,58,amul pasteurised salted butter 100g pack,bestseller
dairy-amul-butter-500g,Amul Butter,Amul,dairy_eggs,500,g,280,280,amul pasteurised salted butter 500g pack,
dairy-amul-butter-200g,Amul Butter,Amul,dairy_eggs,200,g,115,115,amul pasteurised salted butter 200g pack,
dairy-mother-dairy-butter-100g,Mother Dairy White Butter,Mother Dairy,dairy_eggs,100,g,58,58,mother dairy white butter 100g pack,
dairy-amul-cheese-slices-200g,Amul Cheese Slices (10 slices),Amul,dairy_eggs,200,g,170,170,amul cheese slices 200g pack 10 slices,
dairy-amul-cheese-cubes-200g,Amul Cheese Cubes,Amul,dairy_eggs,200,g,175,175,amul processed cheese cubes 200g pack,
dairy-amul-cheese-block-200g,Amul Cheese Block,Amul,dairy_eggs,200,g,175,175,amul cheese block 200g pack,
dairy-britannia-cheese-slices-200g,Britannia Cheese Slices,Britannia,dairy_eggs,200,g,165,165,britannia cheese slices 200g 10 slices,
dairy-amul-paneer-200g,Amul Malai Paneer,Amul,dairy_eggs,200,g,95,95,amul malai paneer 200g pack,
dairy-amul-paneer-500g,Amul Malai Paneer,Amul,dairy_eggs,500,g,220,220,amul malai paneer 500g pack,
dairy-mother-dairy-paneer-200g,Mother Dairy Paneer,Mother Dairy,dairy_eggs,200,g,95,95,mother dairy paneer 200g pack,
dairy-mother-dairy-paneer-500g,Mother Dairy Paneer,Mother Dairy,dairy_eggs,500,g,220,220,mother dairy paneer 500g pack,
dairy-amul-dahi-400g,Amul Masti Dahi,Amul,dairy_eggs,400,g,45,45,amul masti dahi 400g cup,
dairy-amul-dahi-1kg,Amul Masti Dahi,Amul,dairy_eggs,1,kg,90,90,amul masti dahi 1kg pack,
dairy-mother-dairy-dahi-400g,Mother Dairy Dahi,Mother Dairy,dairy_eggs,400,g,45,45,mother dairy classic dahi 400g cup,
dairy-mother-dairy-dahi-1kg,Mother Dairy Dahi,Mother Dairy,dairy_eggs,1,kg,90,90,mother dairy classic dahi 1kg pack,
dairy-nestle-a-plus-dahi-400g,Nestle a+ Dahi,Nestle,dairy_eggs,400,g,55,55,nestle a plus dahi 400g cup,
dairy-amul-buttermilk-500ml,Amul Masti Spiced Buttermilk,Amul,dairy_eggs,500,ml,20,20,amul masti spiced buttermilk 500ml,
dairy-mother-dairy-buttermilk-500ml,Mother Dairy Buttermilk,Mother Dairy,dairy_eggs,500,ml,20,20,mother dairy buttermilk 500ml,
dairy-amul-lassi-200ml,Amul Lassi Sweet,Amul,dairy_eggs,200,ml,25,25,amul kool lassi sweet 200ml tetra,
dairy-mother-dairy-lassi-180ml,Mother Dairy Lassi,Mother Dairy,dairy_eggs,180,ml,25,25,mother dairy lassi 180ml tetra,
dairy-amul-shrikhand-500g,Amul Shrikhand,Amul,dairy_eggs,500,g,180,180,amul mishti doi shrikhand 500g,
dairy-amul-icecream-1l,Amul Vanilla Ice Cream,Amul,dairy_eggs,1,litre,225,225,amul vanilla ice cream 1 litre tub,
dairy-kwality-icecream-1l,Kwality Walls Vanilla,Kwality Walls,dairy_eggs,1,litre,255,255,kwality walls vanilla ice cream 1 litre tub,
dairy-generic-eggs-6,Farm Fresh Eggs,Generic,dairy_eggs,6,piece,48,48,farm fresh white eggs 6 piece tray,
dairy-generic-eggs-12,Farm Fresh Eggs,Generic,dairy_eggs,12,piece,90,90,farm fresh white eggs 12 piece tray,
dairy-generic-eggs-30,Farm Fresh Eggs Tray,Generic,dairy_eggs,30,piece,210,210,farm fresh white eggs 30 piece tray,
dairy-keggs-brown-6,Keggs Cage Free Brown Eggs,Keggs,dairy_eggs,6,piece,95,95,keggs cage free brown eggs 6 piece,
dairy-amul-milk-powder-500g,Amul Spray Infant Milk Powder,Amul,dairy_eggs,500,g,295,295,amul spray infant milk food 500g pack,
dairy-nestle-everyday-400g,Nestle Everyday Dairy Whitener,Nestle,dairy_eggs,400,g,260,260,nestle everyday dairy whitener 400g pack,
dairy-mother-dairy-fruity-curd-100g,Mother Dairy Mishti Doi,Mother Dairy,dairy_eggs,100,g,30,30,mother dairy mishti doi 100g cup,
dairy-britannia-cream-roll-1kg,Britannia Fresh Cream,Britannia,dairy_eggs,200,ml,75,75,britannia fresh dairy cream 200ml tetra,
dairy-amul-fresh-cream-250ml,Amul Fresh Cream,Amul,dairy_eggs,250,ml,80,80,amul fresh dairy cream 250ml tetra pack,
dairy-amul-flavored-milk-200ml,Amul Kool Chocolate Milk,Amul,dairy_eggs,200,ml,30,30,amul kool chocolate milk 200ml tetra,
dairy-amul-tru-rose-200ml,Amul Tru Rose Drink,Amul,dairy_eggs,200,ml,15,15,amul tru rose drink 200ml,
bakery-britannia-bread-400g,Britannia Whole Wheat Bread,Britannia,bakery,400,g,50,50,britannia whole wheat bread 400g loaf,bestseller
bakery-britannia-brown-bread-400g,Britannia Brown Bread,Britannia,bakery,400,g,50,50,britannia brown bread 400g loaf,
bakery-britannia-white-bread-400g,Britannia White Sandwich Bread,Britannia,bakery,400,g,45,45,britannia white sandwich bread 400g loaf,
bakery-britannia-multigrain-bread-450g,Britannia Multigrain Bread,Britannia,bakery,450,g,65,65,britannia multigrain bread 450g loaf,
bakery-modern-bread-400g,Modern Sandwich Bread,Modern,bakery,400,g,45,45,modern sandwich bread 400g loaf,
bakery-modern-brown-bread-400g,Modern 100% Atta Brown Bread,Modern,bakery,400,g,50,50,modern atta brown bread 400g loaf,
bakery-harvest-bread-400g,Harvest Gold Sandwich Bread,Harvest Gold,bakery,400,g,45,45,harvest gold sandwich bread 400g loaf,
bakery-harvest-multigrain-450g,Harvest Gold 100% Multigrain Bread,Harvest Gold,bakery,450,g,65,65,harvest gold multigrain bread 450g,
bakery-english-oven-bread-400g,English Oven White Bread,English Oven,bakery,400,g,55,55,english oven white sandwich bread 400g,
bakery-english-oven-pizza-base-200g,English Oven Pizza Base,English Oven,bakery,200,g,60,60,english oven pizza base 200g pack,
bakery-britannia-pizza-base-200g,Britannia Pizza Base,Britannia,bakery,200,g,65,65,britannia pizza base 200g pack of 2,
bakery-britannia-buns-200g,Britannia Pav Buns,Britannia,bakery,200,g,40,40,britannia pav buns 200g pack of 6,
bakery-britannia-burger-buns-200g,Britannia Burger Buns,Britannia,bakery,200,g,55,55,britannia burger buns 200g pack of 4,
bakery-britannia-rusk-200g,Britannia Premium Rusk,Britannia,bakery,200,g,65,65,britannia premium toasted rusk 200g pack,
bakery-britannia-rusk-300g,Britannia Premium Rusk,Britannia,bakery,300,g,90,90,britannia premium toasted rusk 300g pack,
bakery-parle-rusk-200g,Parle Rusk,Parle,bakery,200,g,55,55,parle rusk premium 200g pack,
bakery-monginis-cake-100g,Monginis Plain Cake Slice,Monginis,bakery,100,g,35,35,monginis plain cake slice 100g pack,
bakery-britannia-fruit-cake-100g,Britannia Fruit Cake,Britannia,bakery,100,g,30,30,britannia plum fruit cake 100g pack,
bakery-britannia-fruit-cake-250g,Britannia Fruit Cake,Britannia,bakery,250,g,80,80,britannia plum fruit cake 250g pack,
bakery-britannia-cup-cake-90g,Britannia Cake Cup Cake,Britannia,bakery,90,g,25,25,britannia cup cake chocolate 90g pack of 6,
bakery-winkies-swiss-roll-100g,Winkies Swiss Roll,Winkies,bakery,100,g,30,30,winkies swiss roll vanilla 100g pack,
bakery-mrs-bectors-puffs-200g,Mrs Bectors Cream Roll,Mrs Bectors,bakery,200,g,55,55,mrs bectors cream roll 200g pack,
bakery-britannia-toast-200g,Britannia Toast Cakes,Britannia,bakery,200,g,55,55,britannia toast cake 200g pack,
bakery-britannia-toastea-200g,Britannia Toastea,Britannia,bakery,200,g,50,50,britannia toastea elaichi 200g pack,
bakery-monginis-brownie-50g,Monginis Brownie,Monginis,bakery,50,g,25,25,monginis chocolate brownie 50g pack,
masala-mdh-garam-100g,MDH Deggi Mirch,MDH,masala_spices,100,g,98,98,mdh deggi mirch powder 100g box,bestseller
masala-mdh-deggi-mirch-100g,MDH Deggi Mirch Powder,MDH,masala_spices,100,g,98,98,mdh deggi mirch powder 100g box,
masala-mdh-garam-masala-100g,MDH Garam Masala,MDH,masala_spices,100,g,110,110,mdh garam masala powder 100g box,
masala-mdh-chana-masala-100g,MDH Chana Masala,MDH,masala_spices,100,g,85,85,mdh chana masala 100g box,
masala-mdh-chicken-masala-100g,MDH Chicken Masala,MDH,masala_spices,100,g,90,90,mdh chicken masala 100g box,
masala-mdh-meat-masala-100g,MDH Meat Masala,MDH,masala_spices,100,g,90,90,mdh meat masala 100g box,
masala-mdh-sabji-masala-100g,MDH Sabji Masala,MDH,masala_spices,100,g,90,90,mdh sabji masala 100g box,
masala-mdh-biryani-masala-100g,MDH Hyderabadi Biryani Masala,MDH,masala_spices,100,g,105,105,mdh hyderabadi biryani masala 100g box,
masala-mdh-shahi-paneer-100g,MDH Shahi Paneer Masala,MDH,masala_spices,100,g,90,90,mdh shahi paneer masala 100g box,
masala-mdh-tandoori-100g,MDH Tandoori Chicken Masala,MDH,masala_spices,100,g,90,90,mdh tandoori chicken masala 100g,
masala-mdh-kasuri-methi-25g,MDH Kasuri Methi,MDH,masala_spices,25,g,45,45,mdh kasuri methi 25g pack,
masala-mdh-pav-bhaji-100g,MDH Pav Bhaji Masala,MDH,masala_spices,100,g,100,100,mdh pav bhaji masala 100g box,
masala-mdh-chaat-100g,MDH Chunky Chat Masala,MDH,masala_spices,100,g,85,85,mdh chunky chat masala 100g box,
masala-mdh-rajma-100g,MDH Rajmah Masala,MDH,masala_spices,100,g,90,90,mdh rajmah masala 100g box,
masala-everest-garam-100g,Everest Garam Masala,Everest,masala_spices,100,g,105,105,everest garam masala powder 100g box,
masala-everest-tikhalal-100g,Everest Tikhalal Chilli,Everest,masala_spices,100,g,95,95,everest tikhalal chilli powder 100g box,
masala-everest-turmeric-100g,Everest Haldi Turmeric Powder,Everest,masala_spices,100,g,55,55,everest haldi turmeric powder 100g box,
masala-everest-coriander-100g,Everest Dhania Coriander Powder,Everest,masala_spices,100,g,50,50,everest dhania coriander powder 100g box,
masala-everest-cumin-100g,Everest Jeera Cumin Powder,Everest,masala_spices,100,g,90,90,everest jeera cumin powder 100g box,
masala-everest-pav-bhaji-100g,Everest Pav Bhaji Masala,Everest,masala_spices,100,g,100,100,everest pav bhaji masala 100g box,
masala-everest-chana-100g,Everest Chana Masala,Everest,masala_spices,100,g,90,90,everest chana masala 100g box,
masala-everest-chicken-100g,Everest Shahi Garam Masala,Everest,masala_spices,100,g,105,105,everest shahi garam masala 100g box,
masala-everest-kitchen-king-100g,Everest Kitchen King Masala,Everest,masala_spices,100,g,100,100,everest kitchen king masala 100g box,
masala-everest-biryani-100g,Everest Biryani Masala,Everest,masala_spices,100,g,105,105,everest royal biryani masala 100g box,
masala-everest-tea-50g,Everest Tea Masala,Everest,masala_spices,50,g,70,70,everest tea masala 50g box,
masala-everest-kasuri-methi-25g,Everest Kasuri Methi,Everest,masala_spices,25,g,45,45,everest kasuri methi 25g pack,
masala-catch-haldi-100g,Catch Turmeric Powder,Catch,masala_spices,100,g,55,55,catch turmeric haldi powder 100g jar,
masala-catch-mirch-100g,Catch Red Chilli Powder,Catch,masala_spices,100,g,90,90,catch red chilli powder 100g jar,
masala-catch-coriander-100g,Catch Coriander Powder,Catch,masala_spices,100,g,50,50,catch coriander powder 100g jar,
masala-catch-cumin-100g,Catch Cumin Powder,Catch,masala_spices,100,g,90,90,catch cumin powder 100g jar,
masala-catch-garam-100g,Catch Garam Masala,Catch,masala_spices,100,g,105,105,catch garam masala 100g jar,
masala-catch-pepper-50g,Catch Black Pepper Powder,Catch,masala_spices,50,g,95,95,catch black pepper powder 50g jar,
masala-catch-sambar-100g,Catch Sambar Masala,Catch,masala_spices,100,g,95,95,catch sambar masala 100g jar,
masala-catch-rasam-100g,Catch Rasam Powder,Catch,masala_spices,100,g,90,90,catch rasam powder 100g jar,
masala-tata-salt-1kg,Tata Salt Iodized,Tata,masala_spices,1,kg,28,28,tata salt iodised 1kg pack,bestseller
masala-tata-salt-lite-1kg,Tata Salt Lite,Tata,masala_spices,1,kg,38,38,tata salt lite 1kg pack,
masala-tata-rock-salt-1kg,Tata Rock Salt,Tata,masala_spices,1,kg,75,75,tata rock salt sendha namak 1kg pack,
masala-tata-black-salt-100g,Tata Black Salt,Tata,masala_spices,100,g,30,30,tata kala namak black salt 100g pack,
